,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
2764,The Holiday Fix Up,TV Movie-Comedy-Romance,en,Synthetic Cinema International-Off Camera Entertainment,0,0,85,Released,2021,When Sam the designer behind a popular home renovation show returns to her hometown during the holidays to help renovate the Bell Harbor Inn she gets paired with Coop as her lead contractor. The only problem — he's the guy who broke her heart and she's the one who got away. Sparks fly as they work closely to get the renovations done in time for the inn's annual Christmas Eve Harborfest.,1,,
2770,Lapwing,Drama-Thriller,en,Hyperreal Films-Urban Apache-Inceptive Films,0,0,89,Released,2021,Mute young woman Patience from an isolated community in rural England in 1555 struggles with her controlling brother-in-law and leader David who is gradually unraveling after the failure of his idyllic community. The Egyptian Act has been passed stipulating that all ‘gypsies’ must vacate England immediately and anyone found aiding them could be executed. In exchange for a fee David agrees to help an Egyptian family who must stay a month on their land until a ship comes to take them away. But when Patience pursues an affair with one of the outsiders she is thrust into a violent and vicious psychological battle with David.,1,100,
2773,Inside the Circle,Romance-Comedy-Drama,en,Moras Productions Inc,0,0,93,Released,2021,A quirky romantic dramedy that tells the story of a girl who believes in relationships and marriage and who falls for a comic book and superhero-loving man who does not share her same beliefs.,1,,70
2783,Snuff,Comedy-Horror-Thriller,en,Job Guy Productions,0,0,75,Released,2021,A troubled young woman reeling from her parents' deaths snaps and takes revenge against her tormentors while two detectives attempt to discover the truth behind her family's frightening past.,1,,25
2786,Lone Wolf,Drama,en,MIFF Premiere Fund-Future Pictures,0,0,104,Released,2021,Through various modes of surveillance we observe an overprotective young woman Winnie and her disabled brother Stevie caught in a web of intrigue involving a bomb plot inept anarchists ambitious police and a corrupt politician. The duplicity of Winnie’s boyfriend Conrad Verloc -political activist and police informant –propels these siblings down a deadly path. But justice may prevail in the aftermath via the surveillance collected compiled and presented by Special Crimes Sergeant Kylie Heat.,1,,
2788,I’m Fine (Thanks For Asking),Comedy-Drama,en,Kaliwood-Cole Blooded,0,0,90,Released,2021,When a recently widowed mother becomes houseless she convinces her 8-year-old daughter that they are only camping for fun while working to get them off the streets.,1,,
2792,The Wrong Cheer Captain,Thriller-TV Movie,en,Lifetime-Hybrid,0,0,85,Released,2021,Kate begins to suspect that Anna the newly appointed captain of her cheer squad is responsible for the death of Emma but while Kate tries to find the truth Anna is out to destroy her life.,1,,
2793,Hollow,Horror-Thriller,en,Solo Productions-LBS Films-Alpha Dog Pictures TX,0,0,113,Released,2021,A woman with early signs of Alzheimer's begins to have lucid dreams and nightmares that a living Punch puppet has moved in with her and her family. She uncovers something sinister is observing her every move.,1,,32
2795,Dangerous Snow Day,Thriller,en,Cartel Pictures-The Cartel,0,0,90,Released,2021,When an au pair to one of the most well-known and wealthiest families in town rejects the father's advances she finds herself blacklisted and in fear for her life.,1,,
2797,Baby Oopsie,Horror-Thriller,en,Full Moon Features,0,0,80,Released,2021,"Perpetually picked on and endlessly neglected Sybil Pittman finds little joy in her life...except for her massive doll collection that has grown to perverse proportions! Every day Sybil locks herself in her basement broadcasting her doll restoration vlog all by herself that is until the remnants of a mysterious doll - the dreaded ""Baby Oopsie"" comes into her life! After carefully restoring the doll Sybil comes to realize that the tiny terror is exacting revenge on her oppressors mercilessly murdering them one by one. And while Sybil finds herself enjoying Baby Oopsie's bloody brand of vengeance she soon changes her tune when the demonic toy turns its evil attentions to Sybil and those she actually cares about.",1,,
2799,Baking Spirits Bright,Romance-Comedy-TV Movie,en,BRB Pictures-Studio BRB-Principle Productions-Upstream Flix-Nicely Entertainment,0,0,84,Released,2021,Mira Varma takes pride in her family's business of making fruitcakes despite the decline in its popularity of once being America's most-gifted holiday confection. When Mira's parents decide to hire Brady Phillips and his high-powered marketing company to boost sales for the holidays Mira must fight to hold on to the heart of the company she loves so much.,1,,
2800,Language Arts,Drama,en,Kairos Productions,0,0,127,Released,2021,The film follows Allison Forche-Marlow a beautiful bright determined and organized woman who never gives up trying to heal her autistic son whom she fiercely loves no matter what it demands of everyone.,1,,
2803,Recipe for Abduction,Thriller-TV Movie,en,Cartel Pictures-The Cartel,0,0,81,Released,2021,Chef mom opens her dream raw pepper restaurant. Chefs clearly bipolar daughter creates a stunning insta page but mystery ensues - Looking at YOU Tod. Join chef mom dad anger issues ex-bf and duck lips Dorothy in this gut wrenching tail.,1,,
2808,Fatal Fiancé,Thriller-TV Movie,en,Reel One Entertainment-Cartel Pictures-The Cartel,0,0,80,Released,2021,When Leah is kidnapped on the day of her wedding by her fiance’s delusional ex-girlfriend Faith she does everything within her power to escape. But once she does she begins to question whether Faith was ever really delusional or if she was just trying to save her life.,1,,
2813,The Price of Fitting In,TV Movie-Thriller,en,Lifetime-Neshama Entertainment,0,0,90,Released,2021,Charlie Cunningham begs her mom Amber to let her switch from her small private school to a public high school wanting to prove to her (and to herself) that she's changed since being kicked out of school last year. Growing up without any luxuries Amber works overtime as a doctor in order to give Charlie the finer things in life. It's also her way of making up for her divorce two years ago and she worries that Charlie blames herself for the separation. Amber is concerned Charlie will return to her old ways falling into the wrong crowd and getting mixed up in drugs and alcohol but she reluctantly agrees. The new school starts off well; Charlie receives good grades and praise from her teachers and joins the robotics team - until she falls in with the wrong crowd starts abusing synthetic weed and becomes a shell of her former self.,1,,
2817,Dying to Belong,TV Movie-Mystery-Drama-Thriller,en,Lifetime-Wishing Floor Films,0,0,84,Released,2021,When journalism major Olivia is encouraged to join a sorority by her shy friend Riley she senses an opportunity to go undercover and write a story about hazing practices. But she soon discovers there are deadly secrets involved in being part of the sisterhood.,1,,35
2822,Unsurety,Comedy-Drama-Romance,en,Bray Films,0,0,105,Released,2021,Olivia Moore is a broken hardworking single parent who supports her daughter by running an outpatient clinic where she is reconnected with ex-NFL player Corey Mack. As Olivia makes efforts to allow her heart to be mended by Corey adversity settles in.,1,,
2823,Blind Ghost,Horror-Thriller,en,SP Entertainment,0,0,92,Released,2021,A beautiful young woman left blind by a hit-and-run must unmask her attackers before they strike again and lay claim on her $500 million inheritance.,1,,
2827,Finding Love in San Antonio,Romance,en,American Cinema Inspires-BTF media,0,0,86,Released,2021,A successful Los Angeles TV chef is offered a new network series that will send her traveling around Europe but her young daughter's heart is in San Antonio Texas and the restaurant where she got her start is struggling.,1,,
2829,The Amityville Moon,Horror,en,Lionsgate-Grindstone Entertainment Group-Octane Entertainment,0,0,90,Released,2021,As Alyssa and Karla try to escape from the church home that holds them captive Karla is slaughtered by a vicious semi-human creature. After Detective Kimball tracks down Alyssa at a rowdy biker bar she tells Kimball that women inmates disappear every full moon and shows him the silver bullets in her gun. Now the two must return to the halfway house to confront the priest and nuns—and the snarling savage evil—that dwell within.,1,,
2831,Christmas Beneath the Stars,TV Movie-Comedy-Romance,en,Breakthrough Entertainment-Vast Entertainment-5’7 Films,0,0,89,Released,2021,Christmas blogger and aspiring photographer Hannah Reed just got the assignment of a lifetime; visit a charming town and Christmas wonderland called Christmas World in Alaska which will allow her to photograph the Northern Lights and maybe finally get published in her favorite nature magazine.,1,,
2833,Abduction Runs in the Family,Drama,en,MarVista Entertainment,0,0,88,Released,2021,Alyssa is a successful author who was kidnapped as a child before making a safe return seven years later. When her young daughter gets abducted from a local park Alyssa must rely on her former captor -- just released from prison -- to help save her,1,,
